order_id,customer_id,order_date,total_amount,status
66,239,2023-01-05 17:54:10.010002000,358.0,completed
67,377,2023-01-05 19:39:18.471694338,80.32,completed
68,266,2023-01-05 21:24:26.933386677,424.81,completed
69,926,2023-01-05 23:09:35.395079015,694.01,completed
70,921,2023-01-06 00:54:43.856771354,1030.95,completed
71,359,2023-01-06 02:39:52.318463692,1237.96,completed
72,340,2023-01-06 04:25:00.780156031,1823.0,pending
73,389,2023-01-06 06:10:09.241848369,1029.51,completed
74,577,2023-01-06 07:55:17.703540708,1012.53,completed
75,990,2023-01-06 09:40:26.165233046,119.48,completed
76,689,2023-01-06 11:25:34.626925385,89.12,completed
77,3,2023-01-06 13:10:43.088617723,1111.3,completed
78,429,2023-01-06 14:55:51.550310062,887.59,completed
79,142,2023-01-06 16:41:00.012002400,1681.58,completed
80,376,2023-01-06 18:26:08.473694738,338.15,completed
81,670,2023-01-06 20:11:16.935387077,69.44,completed
82,324,2023-01-06 21:56:25.397079415,909.1,pending
83,146,2023-01-06 23:41:33.858771754,490.21,pending
84,958,2023-01-07 01:26:42.320464092,118.24,completed
85,293,2023-01-07 03:11:50.782156431,1454.7,completed
86,665,2023-01-07 04:56:59.243848769,240.95,completed
87,432,2023-01-07 06:42:07.705541108,1224.47,completed
88,705,2023-01-07 08:27:16.167233446,576.48,completed
89,949,2023-01-07 10:12:24.628925785,363.52,completed
90,975,2023-01-07 11:57:33.090618123,771.91,completed
91,585,2023-01-07 13:42:41.552310462,1606.86,completed
92,399,2023-01-07 15:27:50.014002800,796.35,completed
93,817,2023-01-07 17:12:58.475695139,1506.52,completed
94,889,2023-01-07 18:58:06.937387477,268.46,pending
95,344,2023-01-07 20:43:15.399079816,1550.09,completed
96,964,2023-01-07 22:28:23.860772154,489.13,completed
97,140,2023-01-08 00:13:32.322464492,1361.24,completed
98,187,2023-01-08 01:58:40.784156831,1140.25,completed
99,805,2023-01-08 03:43:49.245849169,1859.71,completed
100,61,2023-01-08 05:28:57.707541508,786.9,completed
101,997,2023-01-08 07:14:06.169233846,151.01,completed
102,939,2023-01-08 08:59:14.630926185,57.93,completed
103,380,2023-01-08 10:44:23.092618523,1657.18,completed
104,710,2023-01-08 12:29:31.554310862,1058.98,completed
105,807,2023-01-08 14:14:40.016003200,1554.98,completed
106,440,2023-01-08 15:59:48.477695539,484.16,completed
107,319,2023-01-08 17:44:56.939387877,703.27,completed
108,302,2023-01-08 19:30:05.401080216,79.61,completed
109,344,2023-01-08 21:15:13.862772554,1923.75,cancelled
110,11,2023-01-08 23:00:22.324464893,1342.38,completed
111,62,2023-01-09 00:45:30.786157231,1867.75,completed
112,845,2023-01-09 02:30:39.247849569,545.68,completed
113,226,2023-01-09 04:15:47.709541908,1230.7,pending
114,153,2023-01-09 06:00:56.171234246,1363.43,pending
115,711,2023-01-09 07:46:04.632926585,648.75,completed
116,564,2023-01-09 09:31:13.094618923,1699.26,completed
117,772,2023-01-09 11:16:21.556311262,1895.38,completed
118,571,2023-01-09 13:01:30.018003600,1772.01,completed
119,584,2023-01-09 14:46:38.479695939,1483.35,completed
120,660,2023-01-09 16:31:46.941388277,569.38,completed
121,861,2023-01-09 18:16:55.403080616,577.6,completed
122,575,2023-01-09 20:02:03.864772954,1927.45,completed
123,310,2023-01-09 21:47:12.326465293,40.36,pending
124,885,2023-01-09 23:32:20.788157631,1437.78,completed
125,243,2023-01-10 01:17:29.249849970,1418.37,completed
126,493,2023-01-10 03:02:37.711542308,1252.93,completed
127,366,2023-01-10 04:47:46.173234647,1980.42,pending
128,330,2023-01-10 06:32:54.634926985,637.52,pending
129,107,2023-01-10 08:18:03.096619323,693.14,completed
130,226,2023-01-10 10:03:11.558311662,176.3,completed
131,825,2023-01-10 11:48:20.020004000,896.74,pending
132,218,2023-01-10 13:33:28.481696339,536.88,completed
133,937,2023-01-10 15:18:36.943388677,699.91,completed
134,753,2023-01-10 17:03:45.405081016,1672.45,completed
135,506,2023-01-10 18:48:53.866773354,1872.26,completed
136,259,2023-01-10 20:34:02.328465693,387.75,completed
137,888,2023-01-10 22:19:10.790158031,757.57,pending
138,774,2023-01-11 00:04:19.251850370,1858.69,completed
139,517,2023-01-11 01:49:27.713542708,142.38,completed
140,773,2023-01-11 03:34:36.175235047,202.87,completed
141,54,2023-01-11 05:19:44.636927385,342.33,completed
142,47,2023-01-11 07:04:53.098619724,1198.52,completed
143,727,2023-01-11 08:50:01.560312062,317.94,completed
144,689,2023-01-11 10:35:10.022004400,1936.79,completed
145,521,2023-01-11 12:20:18.483696739,904.49,completed
146,99,2023-01-11 14:05:26.945389077,1013.01,completed
147,20,2023-01-11 15:50:35.407081416,508.38,completed
148,890,2023-01-11 17:35:43.868773754,952.5,cancelled
149,753,2023-01-11 19:20:52.330466093,1330.59,completed
150,573,2023-01-11 21:06:00.792158431,1507.33,completed
151,891,2023-01-11 22:51:09.253850770,1512.66,completed
152,490,2023-01-12 00:36:17.715543108,1164.22,completed
153,419,2023-01-12 02:21:26.177235447,1810.63,completed
154,690,2023-01-12 04:06:34.638927785,1638.47,completed
155,850,2023-01-12 05:51:43.100620124,1518.96,completed
156,62,2023-01-12 07:36:51.562312462,130.1,completed
157,145,2023-01-12 09:22:00.024004801,33.62,completed
158,216,2023-01-12 11:07:08.485697139,440.65,completed
159,3,2023-01-12 12:52:16.947389477,1333.78,completed
160,160,2023-01-12 14:37:25.409081816,834.17,completed
161,739,2023-01-12 16:22:33.870774154,816.76,completed
162,998,2023-01-12 18:07:42.332466493,1771.48,completed
163,781,2023-01-12 19:52:50.794158831,1793.21,completed
164,120,2023-01-12 21:37:59.255851170,1820.17,completed
165,893,2023-01-12 23:23:07.717543508,641.48,completed
166,89,2023-01-13 01:08:16.179235847,1388.29,completed
167,329,2023-01-13 02:53:24.640928185,557.83,cancelled
168,580,2023-01-13 04:38:33.102620524,397.41,pending
169,910,2023-01-13 06:23:41.564312862,385.57,completed
170,357,2023-01-13 08:08:50.026005201,697.37,completed
171,610,2023-01-13 09:53:58.487697539,871.32,completed
172,267,2023-01-13 11:39:06.949389878,1665.28,completed
173,617,2023-01-13 13:24:15.411082216,257.38,completed
174,952,2023-01-13 15:09:23.872774554,1475.15,completed
175,323,2023-01-13 16:54:32.334466893,1072.28,completed
176,635,2023-01-13 18:39:40.796159231,590.13,pending
177,988,2023-01-13 20:24:49.257851570,995.78,completed
178,541,2023-01-13 22:09:57.719543908,613.89,pending
179,649,2023-01-13 23:55:06.181236247,1200.24,completed
180,195,2023-01-14 01:40:14.642928585,879.01,completed
181,921,2023-01-14 03:25:23.104620924,345.52,completed
182,738,2023-01-14 05:10:31.566313262,250.83,completed
183,332,2023-01-14 06:55:40.028005601,1102.46,completed
184,170,2023-01-14 08:40:48.489697939,1806.78,completed
185,521,2023-01-14 10:25:56.951390278,701.04,completed
186,463,2023-01-14 12:11:05.413082616,1471.34,completed
187,40,2023-01-14 13:56:13.874774955,1324.15,pending
188,537,2023-01-14 15:41:22.336467293,1864.48,completed
189,261,2023-01-14 17:26:30.798159632,1645.54,cancelled
190,395,2023-01-14 19:11:39.259851970,1141.88,completed
191,955,2023-01-14 20:56:47.721544309,1320.92,completed
192,226,2023-01-14 22:41:56.183236647,1798.81,completed
193,984,2023-01-15 00:27:04.644928985,811.05,completed
194,124,2023-01-15 02:12:13.106621324,667.05,pending
195,975,2023-01-15 03:57:21.568313662,41.41,completed
196,38,2023-01-15 05:42:30.030006001,1656.57,completed
197,328,2023-01-15 07:27:38.491698339,1605.94,completed
198,251,2023-01-15 09:12:46.953390678,226.82,completed
199,901,2023-01-15 10:57:55.415083016,1162.18,completed
200,176,2023-01-15 12:43:03.876775355,938.68,completed
201,602,2023-01-15 14:28:12.338467693,255.04,completed
202,914,2023-01-15 16:13:20.800160032,1961.53,completed
203,454,2023-01-15 17:58:29.261852370,445.1,pending
204,37,2023-01-15 19:43:37.723544709,153.12,completed
205,316,2023-01-15 21:28:46.185237047,1197.8,completed
206,688,2023-01-15 23:13:54.646929386,1482.96,completed
207,973,2023-01-16 00:59:03.108621724,84.24,completed
208,796,2023-01-16 02:44:11.570314062,1324.26,completed
209,965,2023-01-16 04:29:20.032006401,1073.94,completed
210,973,2023-01-16 06:14:28.493698739,224.46,completed
211,593,2023-01-16 07:59:36.955391078,361.6,completed
212,114,2023-01-16 09:44:45.417083416,1144.59,completed
213,40,2023-01-16 11:29:53.878775755,606.79,completed
214,301,2023-01-16 13:15:02.340468093,1877.87,completed
215,224,2023-01-16 15:00:10.802160432,1641.11,completed
216,318,2023-01-16 16:45:19.263852770,1967.46,cancelled
217,349,2023-01-16 18:30:27.725545109,534.15,completed
218,115,2023-01-16 20:15:36.187237447,1940.05,pending
219,698,2023-01-16 22:00:44.648929786,873.84,completed
220,323,2023-01-16 23:45:53.110622124,708.09,completed
221,568,2023-01-17 01:31:01.572314463,119.69,completed
222,40,2023-01-17 03:16:10.034006801,124.48,completed
223,866,2023-01-17 05:01:18.495699139,1390.18,completed
224,40,2023-01-17 06:46:26.957391478,926.7,completed
225,859,2023-01-17 08:31:35.419083816,468.51,pending
226,973,2023-01-17 10:16:43.880776155,1235.66,completed
227,749,2023-01-17 12:01:52.342468493,520.66,completed
228,289,2023-01-17 13:47:00.804160832,1163.71,completed
229,262,2023-01-17 15:32:09.265853170,731.23,completed
230,216,2023-01-17 17:17:17.727545509,1650.63,completed
231,147,2023-01-17 19:02:26.189237847,1644.98,completed
232,336,2023-01-17 20:47:34.650930186,965.15,completed
233,168,2023-01-17 22:32:43.112622524,714.62,completed
234,92,2023-01-18 00:17:51.574314863,737.87,cancelled
235,353,2023-01-18 02:03:00.036007201,1615.31,completed
236,571,2023-01-18 03:48:08.497699540,669.8,completed
237,571,2023-01-18 05:33:16.959391878,433.94,pending
238,816,2023-01-18 07:18:25.421084216,187.68,completed
239,681,2023-01-18 09:03:33.882776555,944.05,completed
240,781,2023-01-18 10:48:42.344468893,974.62,completed
241,363,2023-01-18 12:33:50.806161232,1685.0,completed
242,557,2023-01-18 14:18:59.267853570,458.05,completed
243,345,2023-01-18 16:04:07.729545909,774.36,completed
244,693,2023-01-18 17:49:16.191238247,1620.64,completed
245,170,2023-01-18 19:34:24.652930586,1650.77,completed
246,356,2023-01-18 21:19:33.114622924,781.53,completed
247,191,2023-01-18 23:04:41.576315263,929.07,pending
248,667,2023-01-19 00:49:50.038007601,620.51,completed
249,422,2023-01-19 02:34:58.499699940,1866.46,completed
250,700,2023-01-19 04:20:06.961392278,254.91,completed
251,7,2023-01-19 06:05:15.423084617,1868.82,pending
252,133,2023-01-19 07:50:23.884776955,1374.06,completed
253,747,2023-01-19 09:35:32.346469294,1072.51,completed
254,557,2023-01-19 11:20:40.808161632,84.66,pending
255,826,2023-01-19 13:05:49.269853970,961.68,completed
256,761,2023-01-19 14:50:57.731546309,827.34,pending
257,31,2023-01-19 16:36:06.193238647,339.21,completed
258,535,2023-01-19 18:21:14.654930986,1319.69,completed
259,426,2023-01-19 20:06:23.116623324,1942.88,pending
260,394,2023-01-19 21:51:31.578315663,1133.13,completed
261,672,2023-01-19 23:36:40.040008001,1435.21,completed
262,363,2023-01-20 01:21:48.501700340,155.53,completed
263,437,2023-01-20 03:06:56.963392678,846.98,pending
264,670,2023-01-20 04:52:05.425085017,250.39,completed
265,551,2023-01-20 06:37:13.886777355,1233.34,completed
266,927,2023-01-20 08:22:22.348469694,1878.19,completed
267,82,2023-01-20 10:07:30.810162032,1330.32,completed
268,356,2023-01-20 11:52:39.271854371,172.07,completed
269,258,2023-01-20 13:37:47.733546709,722.24,completed
270,718,2023-01-20 15:22:56.195239047,1110.31,completed
271,589,2023-01-20 17:08:04.656931386,818.35,completed
272,989,2023-01-20 18:53:13.118623724,1670.62,completed
273,524,2023-01-20 20:38:21.580316063,1633.05,completed
274,295,2023-01-20 22:23:30.042008401,1231.43,pending
275,962,2023-01-21 00:08:38.503700740,759.45,pending
276,224,2023-01-21 01:53:46.965393078,525.57,completed
277,525,2023-01-21 03:38:55.427085417,229.63,completed
278,46,2023-01-21 05:24:03.888777755,722.7,completed
279,667,2023-01-21 07:09:12.350470094,838.08,completed
280,113,2023-01-21 08:54:20.812162432,1358.13,completed
281,233,2023-01-21 10:39:29.273854771,1323.16,completed
282,17,2023-01-21 12:24:37.735547109,158.81,completed
283,360,2023-01-21 14:09:46.197239448,802.61,pending
284,223,2023-01-21 15:54:54.658931786,379.92,completed
285,866,2023-01-21 17:40:03.120624124,330.49,completed
286,700,2023-01-21 19:25:11.582316463,1658.06,completed
287,448,2023-01-21 21:10:20.044008801,102.99,pending
288,856,2023-01-21 22:55:28.505701140,849.98,completed
289,365,2023-01-22 00:40:36.967393478,353.04,completed
290,675,2023-01-22 02:25:45.429085817,1761.07,completed
291,326,2023-01-22 04:10:53.890778155,1122.94,completed
292,467,2023-01-22 05:56:02.352470494,478.13,completed
293,414,2023-01-22 07:41:10.814162832,1014.81,completed
294,455,2023-01-22 09:26:19.275855171,1468.34,completed
295,586,2023-01-22 11:11:27.737547509,1917.07,completed
296,233,2023-01-22 12:56:36.199239848,456.48,completed
297,224,2023-01-22 14:41:44.660932186,1774.64,pending
298,994,2023-01-22 16:26:53.122624525,1869.92,completed
299,831,2023-01-22 18:12:01.584316863,1834.51,completed
300,412,2023-01-22 19:57:10.046009201,1278.12,completed
301,572,2023-01-22 21:42:18.507701540,1267.04,completed
302,335,2023-01-22 23:27:26.969393878,818.36,completed
303,222,2023-01-23 01:12:35.431086217,1509.75,completed
304,37,2023-01-23 02:57:43.892778555,1071.96,pending
305,989,2023-01-23 04:42:52.354470894,1361.33,cancelled
306,278,2023-01-23 06:28:00.816163232,868.35,completed
307,196,2023-01-23 08:13:09.277855571,1468.36,completed
308,916,2023-01-23 09:58:17.739547909,1652.45,completed
309,864,2023-01-23 11:43:26.201240248,309.94,completed
310,484,2023-01-23 13:28:34.662932586,1669.2,completed
311,242,2023-01-23 15:13:43.124624925,1089.79,completed
312,324,2023-01-23 16:58:51.586317263,1692.44,pending
313,731,2023-01-23 18:44:00.048009602,873.98,completed
314,192,2023-01-23 20:29:08.509701940,770.5,pending
315,17,2023-01-23 22:14:16.971394279,1831.82,completed
316,524,2023-01-23 23:59:25.433086617,517.32,completed
317,918,2023-01-24 01:44:33.894778955,1691.54,completed
318,401,2023-01-24 03:29:42.356471294,978.36,completed
319,906,2023-01-24 05:14:50.818163632,1037.91,completed
320,886,2023-01-24 06:59:59.279855971,630.77,completed
321,705,2023-01-24 08:45:07.741548309,1154.62,completed
322,22,2023-01-24 10:30:16.203240648,663.92,cancelled
323,474,2023-01-24 12:15:24.664932986,97.75,completed
324,120,2023-01-24 14:00:33.126625325,558.56,completed
325,210,2023-01-24 15:45:41.588317663,32.63,pending
326,306,2023-01-24 17:30:50.050010002,1957.14,completed
327,270,2023-01-24 19:15:58.511702340,1932.18,completed
328,704,2023-01-24 21:01:06.973394679,802.41,completed
329,687,2023-01-24 22:46:15.435087017,1462.17,completed
330,285,2023-01-25 00:31:23.896779356,704.7,pending
331,716,2023-01-25 02:16:32.358471694,1348.76,completed
332,676,2023-01-25 04:01:40.820164032,1614.75,completed
333,763,2023-01-25 05:46:49.281856371,1894.58,completed
334,227,2023-01-25 07:31:57.743548709,812.42,completed
335,948,2023-01-25 09:17:06.205241048,1570.93,completed
336,381,2023-01-25 11:02:14.666933386,546.54,pending
337,460,2023-01-25 12:47:23.128625725,1980.86,completed
338,7,2023-01-25 14:32:31.590318063,71.02,completed
339,29,2023-01-25 16:17:40.052010402,1214.99,completed
340,907,2023-01-25 18:02:48.513702740,1325.82,completed
341,33,2023-01-25 19:47:56.975395079,1382.33,completed
342,646,2023-01-25 21:33:05.437087417,258.37,cancelled
343,879,2023-01-25 23:18:13.898779756,1878.29,completed
344,79,2023-01-26 01:03:22.360472094,378.74,completed
345,928,2023-01-26 02:48:30.822164433,1253.05,completed
346,947,2023-01-26 04:33:39.283856771,460.9,completed
347,459,2023-01-26 06:18:47.745549109,628.29,completed
348,570,2023-01-26 08:03:56.207241448,1101.99,completed
349,983,2023-01-26 09:49:04.668933786,846.04,completed
350,538,2023-01-26 11:34:13.130626125,337.25,pending
351,482,2023-01-26 13:19:21.592318463,358.45,completed
352,430,2023-01-26 15:04:30.054010802,847.93,completed
353,738,2023-01-26 16:49:38.515703140,1519.42,completed
354,285,2023-01-26 18:34:46.977395479,1797.97,completed
355,516,2023-01-26 20:19:55.439087817,186.57,pending
356,977,2023-01-26 22:05:03.900780156,798.35,pending
357,99,2023-01-26 23:50:12.362472494,218.49,completed
358,397,2023-01-27 01:35:20.824164833,52.85,pending
359,489,2023-01-27 03:20:29.285857171,1330.2,completed
360,39,2023-01-27 05:05:37.747549510,1212.85,pending
361,271,2023-01-27 06:50:46.209241848,342.78,completed
362,887,2023-01-27 08:35:54.670934187,482.95,completed
363,797,2023-01-27 10:21:03.132626525,66.94,completed
364,157,2023-01-27 12:06:11.594318864,1673.2,pending
365,75,2023-01-27 13:51:20.056011202,1949.89,completed
366,884,2023-01-27 15:36:28.517703540,288.21,completed
367,800,2023-01-27 17:21:36.979395879,478.32,completed
368,130,2023-01-27 19:06:45.441088217,1739.45,completed
369,687,2023-01-27 20:51:53.902780556,1854.4,completed
370,974,2023-01-27 22:37:02.364472894,850.86,pending
371,84,2023-01-28 00:22:10.826165233,120.23,completed
372,22,2023-01-28 02:07:19.287857571,98.0,pending
373,459,2023-01-28 03:52:27.749549910,1156.42,completed
374,539,2023-01-28 05:37:36.211242248,797.93,completed
375,707,2023-01-28 07:22:44.672934587,76.73,completed
376,849,2023-01-28 09:07:53.134626925,1174.84,completed
377,382,2023-01-28 10:53:01.596319264,42.38,completed
378,748,2023-01-28 12:38:10.058011602,1579.0,completed
379,440,2023-01-28 14:23:18.519703941,626.74,completed
380,604,2023-01-28 16:08:26.981396279,99.71,completed
381,989,2023-01-28 17:53:35.443088618,1184.94,completed
382,21,2023-01-28 19:38:43.904780956,807.42,completed
383,303,2023-01-28 21:23:52.366473294,1948.12,completed
384,976,2023-01-28 23:09:00.828165633,1097.51,completed
385,869,2023-01-29 00:54:09.289857971,564.97,completed
386,955,2023-01-29 02:39:17.751550310,1424.69,completed
387,84,2023-01-29 04:24:26.213242648,557.55,completed
388,774,2023-01-29 06:09:34.674934987,1810.4,completed
389,659,2023-01-29 07:54:43.136627325,761.95,completed
390,953,2023-01-29 09:39:51.598319664,1108.74,completed
391,453,2023-01-29 11:25:00.060012002,120.13,completed
392,387,2023-01-29 13:10:08.521704341,863.72,completed
393,507,2023-01-29 14:55:16.983396679,1668.08,completed
394,257,2023-01-29 16:40:25.445089018,1615.18,completed
395,570,2023-01-29 18:25:33.906781356,464.15,completed
396,892,2023-01-29 20:10:42.368473695,467.64,completed
397,934,2023-01-29 21:55:50.830166033,1638.26,completed
398,527,2023-01-29 23:40:59.291858371,1862.19,completed
399,162,2023-01-30 01:26:07.753550710,208.81,completed
400,957,2023-01-30 03:11:16.215243048,911.12,pending
401,163,2023-01-30 04:56:24.676935387,688.16,pending
402,832,2023-01-30 06:41:33.138627725,1743.96,completed
403,793,2023-01-30 08:26:41.600320064,185.38,completed
404,792,2023-01-30 10:11:50.062012402,438.03,completed
405,524,2023-01-30 11:56:58.523704741,1509.89,completed
406,786,2023-01-30 13:42:06.985397079,121.56,completed
407,271,2023-01-30 15:27:15.447089418,995.22,completed
408,492,2023-01-30 17:12:23.908781756,895.37,completed
409,208,2023-01-30 18:57:32.370474095,682.11,completed
410,539,2023-01-30 20:42:40.832166433,801.25,cancelled
411,584,2023-01-30 22:27:49.293858772,1069.28,completed
412,60,2023-01-31 00:12:57.755551110,339.51,pending
413,430,2023-01-31 01:58:06.217243448,1152.55,pending
414,985,2023-01-31 03:43:14.678935787,1614.76,completed
415,657,2023-01-31 05:28:23.140628125,1525.12,completed
416,605,2023-01-31 07:13:31.602320464,324.72,completed
417,309,2023-01-31 08:58:40.064012802,315.51,completed
418,520,2023-01-31 10:43:48.525705141,550.99,completed
419,591,2023-01-31 12:28:56.987397479,734.93,completed
420,27,2023-01-31 14:14:05.449089818,828.74,completed
421,686,2023-01-31 15:59:13.910782156,1365.8,completed
422,562,2023-01-31 17:44:22.372474495,132.23,completed
423,199,2023-01-31 19:29:30.834166833,88.65,completed
424,387,2023-01-31 21:14:39.295859172,795.98,completed
425,349,2023-01-31 22:59:47.757551510,1400.38,completed
426,960,2023-02-01 00:44:56.219243849,403.0,completed
427,940,2023-02-01 02:30:04.680936187,1290.18,completed
428,693,2023-02-01 04:15:13.142628525,534.46,completed
429,536,2023-02-01 06:00:21.604320864,1774.45,completed
430,828,2023-02-01 07:45:30.066013202,1793.47,pending
431,378,2023-02-01 09:30:38.527705541,608.63,completed
432,899,2023-02-01 11:15:46.989397879,475.39,completed
433,916,2023-02-01 13:00:55.451090218,834.38,completed
434,558,2023-02-01 14:46:03.912782556,496.25,pending
435,527,2023-02-01 16:31:12.374474895,1351.32,completed
436,153,2023-02-01 18:16:20.836167233,1655.61,completed
437,734,2023-02-01 20:01:29.297859572,1352.72,completed
438,206,2023-02-01 21:46:37.759551910,1652.21,completed
439,455,2023-02-01 23:31:46.221244249,806.04,completed
440,273,2023-02-02 01:16:54.682936587,329.51,completed
441,894,2023-02-02 03:02:03.144628926,1481.14,cancelled
442,236,2023-02-02 04:47:11.606321264,733.74,completed
443,852,2023-02-02 06:32:20.068013603,1349.12,completed
444,740,2023-02-02 08:17:28.529705941,555.88,completed
445,521,2023-02-02 10:02:36.991398279,180.83,completed
446,678,2023-02-02 11:47:45.453090618,1985.31,pending
447,944,2023-02-02 13:32:53.914782956,329.28,completed
448,956,2023-02-02 15:18:02.376475295,1977.07,completed
449,831,2023-02-02 17:03:10.838167633,1955.01,completed
450,726,2023-02-02 18:48:19.299859972,1591.76,pending
451,501,2023-02-02 20:33:27.761552310,1325.66,completed
452,117,2023-02-02 22:18:36.223244649,1164.06,completed
453,386,2023-02-03 00:03:44.684936987,1734.88,completed
454,344,2023-02-03 01:48:53.146629326,593.09,completed
455,584,2023-02-03 03:34:01.608321664,946.01,cancelled
456,395,2023-02-03 05:19:10.070014003,1246.39,completed
457,64,2023-02-03 07:04:18.531706341,834.16,completed
458,717,2023-02-03 08:49:26.993398680,866.42,completed
459,721,2023-02-03 10:34:35.455091018,673.96,completed
460,72,2023-02-03 12:19:43.916783356,1137.18,completed
461,789,2023-02-03 14:04:52.378475695,1704.14,cancelled
462,274,2023-02-03 15:50:00.840168033,419.03,completed
463,990,2023-02-03 17:35:09.301860372,1870.18,pending
464,320,2023-02-03 19:20:17.763552710,1384.39,completed
465,338,2023-02-03 21:05:26.225245049,1650.08,completed
466,366,2023-02-03 22:50:34.686937387,1121.26,completed
467,495,2023-02-04 00:35:43.148629726,1563.44,completed
468,607,2023-02-04 02:20:51.610322064,52.08,cancelled
469,166,2023-02-04 04:06:00.072014403,1640.39,pending
470,544,2023-02-04 05:51:08.533706741,99.47,completed
471,11,2023-02-04 07:36:16.995399080,1782.03,completed
472,301,2023-02-04 09:21:25.457091418,1984.09,completed
473,729,2023-02-04 11:06:33.918783757,602.25,pending
474,801,2023-02-04 12:51:42.380476095,436.43,pending
475,102,2023-02-04 14:36:50.842168433,1535.42,completed
476,425,2023-02-04 16:21:59.303860772,520.99,completed
477,392,2023-02-04 18:07:07.765553110,1733.81,completed
478,779,2023-02-04 19:52:16.227245449,223.63,completed
479,214,2023-02-04 21:37:24.688937787,269.39,completed
480,691,2023-02-04 23:22:33.150630126,1958.72,completed
481,88,2023-02-05 01:07:41.612322464,1354.2,completed
482,553,2023-02-05 02:52:50.074014803,1696.84,completed
483,401,2023-02-05 04:37:58.535707141,662.17,pending
484,588,2023-02-05 06:23:06.997399480,1359.44,completed
485,889,2023-02-05 08:08:15.459091818,1196.6,completed
486,46,2023-02-05 09:53:23.920784157,1214.24,completed
487,672,2023-02-05 11:38:32.382476495,1371.41,completed
488,463,2023-02-05 13:23:40.844168834,1159.21,completed
